V01_RESPID,V07_PROVINCE,V08_SEX,V09_RURAL,V16_NUMPEOPLE,V17_PEOPLE18,V20_MARITAL,V21_MTHRTONGUE,V29_RESPEDUC,V30_RESPAGE,V36_TENURE,V43_SOCCLASS,V64_DRINK,V65_DRINK1,V68_DRINK8,V70_DRINKPROB,
2036,6,1,0,4,2,2,3,8,35,1,7,1,1,0,1,
2037,6,1,0,3,3,2,3,2,65,1,5,2,8,8,2,
2038,6,1,0,2,2,2,1,8,29,1,8,1,4,0,2,
2039,6,2,0,4,2,2,3,3,51,1,6,1,1,0,1,
2040,6,2,2,3,2,2,1,4,37,1,5,2,8,8,2,
2041,6,1,2,2,2,2,1,3,53,1,5,2,8,8,1,
2042,6,2,2,2,2,2,1,3,50,1,5,2,8,8,1,
2043,6,2,2,3,2,2,1,3,42,1,5,2,8,8,2,
2044,6,1,1,2,2,2,1,3,54,1,5,1,1,0,1,
2045,6,1,2,4,2,2,1,3,44,1,5,1,1,0,2,
2046,6,2,2,3,3,1,1,3,18,1,5,2,8,8,2,
2047,9,2,2,4,2,2,1,3,24,1,4,1,0,0,1,
2048,9,1,2,5,3,1,1,4,22,1,5,1,2,0,1,
2049,9,2,2,3,2,2,1,3,43,1,4,1,1,0,1,
2050,9,1,2,1,1,3,1,1,85,1,3,2,8,8,2,
2051,9,2,4,4,2,1,1,5,38,1,8,2,8,8,1,
2052,9,2,4,3,2,2,1,3,36,1,4,1,1,0,2,
2053,9,2,4,5,3,2,1,8,39,1,5,1,0,0,1,
2054,9,2,4,4,3,2,1,1,39,1,3,1,0,0,1,
2055,9,1,4,4,3,1,1,6,18,1,5,1,2,0,2,
2056,9,2,4,2,2,2,1,8,50,1,5,1,1,0,1,
